category,cause,fix_applied,meeting,filename,path,chars_before,chars_after,recovered,outcome
A1 never parsed,no .doc extractor,textutil -convert txt,2024-01-16_Organizational and Regular Meeting of the Board of Education 7_00 PM,M120523SpBdMtg.doc,2024-01-16_Organizational and Regular Meeting of the Board of Education 7_00 PM/M120523SpBdMtg.doc,0,1410,1410,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2022-01-18_Organizational and Regular Meeting of the Board of Education 7_00 PM,M120721BdWkshp.doc,2022-01-18_Organizational and Regular Meeting of the Board of Education 7_00 PM/M120721BdWkshp.doc,0,1407,1407,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2024-05-21_Regular Meeting of the Board of Education 7_00 PM,6C ADMIN APPT Wass Principal Crowe.doc,2024-05-21_Regular Meeting of the Board of Education 7_00 PM/6C ADMIN APPT Wass Principal Crowe.doc,0,1399,1399,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2022-05-17_Regular Meeting of the Board of Education 7_00 PM,6A ADMIN APPT Wattles-Wallace.doc,2022-05-17_Regular Meeting of the Board of Education 7_00 PM/6A ADMIN APPT Wattles-Wallace.doc,0,1393,1393,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-03-16_Regular Meeting of the Board of Education 7_00 PM,M020221BdWkshp.doc,2021-03-16_Regular Meeting of the Board of Education 7_00 PM/M020221BdWkshp.doc,0,1387,1387,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2022-06-21_Regular Meeting of the Board of Education 7_00 PM,7A ADMIN APPT  AP Baker-Burdette.doc,2022-06-21_Regular Meeting of the Board of Education 7_00 PM/7A ADMIN APPT  AP Baker-Burdette.doc,0,1383,1383,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2020-08-12_Special Meeting of the Board of Education 4_00 PM,3C RTL Plan Fall 2020.doc,2020-08-12_Special Meeting of the Board of Education 4_00 PM/3C RTL Plan Fall 2020.doc,0,1373,1373,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2025-06-17_Regular Meeting of the Board of Education 7_00 PM,7A ADMIN APPT  AP Baker Ebert.doc,2025-06-17_Regular Meeting of the Board of Education 7_00 PM/7A ADMIN APPT  AP Baker Ebert.doc,0,1367,1367,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2025-05-20_Regular Meeting of the Board of Education 7_00 PM,M042225SpBdMtg.doc,2025-05-20_Regular Meeting of the Board of Education 7_00 PM/M042225SpBdMtg.doc,0,1347,1347,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2019-01-01_2019 Board Packets and Minutes,W010819.doc,2019-01-01_2019 Board Packets and Minutes/W010819.doc,0,1341,1341,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2025-05-20_Regular Meeting of the Board of Education 7_00 PM,6C ADMIN APPT THS AP Allgeier.doc,2025-05-20_Regular Meeting of the Board of Education 7_00 PM/6C ADMIN APPT THS AP Allgeier.doc,0,1329,1329,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2023-05-16_Regular Meeting of the Board of Education 7_00 PM,ADMIN APPT Principal Barnard - Bush.doc,2023-05-16_Regular Meeting of the Board of Education 7_00 PM/ADMIN APPT Principal Barnard - Bush.doc,0,1328,1328,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2022-05-17_Regular Meeting of the Board of Education 7_00 PM,M040522BdWkshp.doc,2022-05-17_Regular Meeting of the Board of Education 7_00 PM/M040522BdWkshp.doc,0,1324,1324,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2023-05-16_Regular Meeting of the Board of Education 7_00 PM,ADMIN APPT Principal Schroeder - Keegan.doc,2023-05-16_Regular Meeting of the Board of Education 7_00 PM/ADMIN APPT Principal Schroeder - Keegan.doc,0,1320,1320,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2025-12-16_Regular Meeting of the Board of Education 7_00 PM,6A ADMIN APPT Supervisor Data and Research Dennis.doc,2025-12-16_Regular Meeting of the Board of Education 7_00 PM/6A ADMIN APPT Supervisor Data and Research Dennis.doc,0,1320,1320,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-07-20_Regular Meeting of the Board of Education 9_30 AM,M060121BdWkshp.doc,2021-07-20_Regular Meeting of the Board of Education 9_30 AM/M060121BdWkshp.doc,0,1317,1317,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2024-05-21_Regular Meeting of the Board of Education 7_00 PM,6A ADMIN APPT Finance Director - Malutan.doc,2024-05-21_Regular Meeting of the Board of Education 7_00 PM/6A ADMIN APPT Finance Director - Malutan.doc,0,1313,1313,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2025-07-15_Regular Meeting of the Board of Education 9_30 AM,M060325SpBdMtg.doc,2025-07-15_Regular Meeting of the Board of Education 9_30 AM/M060325SpBdMtg.doc,0,1308,1308,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2025-05-20_Regular Meeting of the Board of Education 7_00 PM,6A ADMIN APPT Martell Principal Ivey.doc,2025-05-20_Regular Meeting of the Board of Education 7_00 PM/6A ADMIN APPT Martell Principal Ivey.doc,0,1305,1305,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2022-04-19_Regular Meeting of the Board of Education 7_00 PM,M030122BdWkshp.doc,2022-04-19_Regular Meeting of the Board of Education 7_00 PM/M030122BdWkshp.doc,0,1296,1296,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2022-02-15_Regular Meeting of the Board of Education 7_00 PM,M010422BdWkshp.doc,2022-02-15_Regular Meeting of the Board of Education 7_00 PM/M010422BdWkshp.doc,0,1294,1294,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2025-10-14_Regular Meeting of the Board of Education 7_00 PM,ADMIN APPT Technology Director - Vasovski.doc,2025-10-14_Regular Meeting of the Board of Education 7_00 PM/ADMIN APPT Technology Director - Vasovski.doc,0,1283,1283,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2025-02-25_Regular Meeting of the Board of Education 7_00 PM,10B MASB BdElection2025Resolution.doc,2025-02-25_Regular Meeting of the Board of Education 7_00 PM/10B MASB BdElection2025Resolution.doc,0,1276,1276,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2024-06-20_Regular Meeting of the Board of Education 7_00 PM,7B ADMIN APPT Assist Sup Business Services Trudell.doc,2024-06-20_Regular Meeting of the Board of Education 7_00 PM/7B ADMIN APPT Assist Sup Business Services Trudell.doc,0,1264,1264,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2019-01-01_2019 Board Packets and Minutes,W020519.doc,2019-01-01_2019 Board Packets and Minutes/W020519.doc,0,1250,1250,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2020-08-18_Regular Meeting of the Board of Education 7_00 PM,10A OCSBA AmendedBylaws.doc,2020-08-18_Regular Meeting of the Board of Education 7_00 PM/10A OCSBA AmendedBylaws.doc,0,1250,1250,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-06-15_Regular Meeting of the Board of Education 7_00 PM,M050421BdWkshp.doc,2021-06-15_Regular Meeting of the Board of Education 7_00 PM/M050421BdWkshp.doc,0,1242,1242,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-04-20_Regular Meeting of the Board of Education 7_00 PM,M030221BdWkshp.doc,2021-04-20_Regular Meeting of the Board of Education 7_00 PM/M030221BdWkshp.doc,0,1218,1218,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2023-12-12_Regular Meeting of the Board of Education 7_00 PM,6A ADMIN APPT Technology Director - Wissink.doc,2023-12-12_Regular Meeting of the Board of Education 7_00 PM/6A ADMIN APPT Technology Director - Wissink.doc,0,1209,1209,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-07-20_Regular Meeting of the Board of Education 9_30 AM,6B ASST SUPT CONTRACT EXT.doc,2021-07-20_Regular Meeting of the Board of Education 9_30 AM/6B ASST SUPT CONTRACT EXT.doc,0,1203,1203,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2022-07-26_Regular Meeting of the Board of Education 9_00 AM,6D ASST SUPT CONTRACT EXT.doc,2022-07-26_Regular Meeting of the Board of Education 9_00 AM/6D ASST SUPT CONTRACT EXT.doc,0,1203,1203,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2020-12-15_Regular Meeting of the Board of Education 7_00 PM,6 A   ELEM-SEC hire list for Board 12.15.20.doc,2020-12-15_Regular Meeting of the Board of Education 7_00 PM/6 A   ELEM-SEC hire list for Board 12.15.20.doc,0,1199,1199,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2022-07-26_Regular Meeting of the Board of Education 9_00 AM,6B Megan Henry Athens AP.doc,2022-07-26_Regular Meeting of the Board of Education 9_00 AM/6B Megan Henry Athens AP.doc,0,1186,1186,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-11-16_Regular Meeting of the Board of Education 7_00 PM,M100521BdWkshp.doc,2021-11-16_Regular Meeting of the Board of Education 7_00 PM/M100521BdWkshp.doc,0,1179,1179,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2024-07-16_Regular Meeting of the Board of Education 9_30 AM,5G Waive First Reading policies.doc,2024-07-16_Regular Meeting of the Board of Education 9_30 AM/5G Waive First Reading policies.doc,0,1160,1160,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2022-07-26_Regular Meeting of the Board of Education 9_00 AM,6A Scott Keen Morse.doc,2022-07-26_Regular Meeting of the Board of Education 9_00 AM/6A Scott Keen Morse.doc,0,1157,1157,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2025-09-16_Regular Meeting of the Board of Education 7_00 PM,10C NSBA AnnualConf PublicEducationLeaders2026.doc,2025-09-16_Regular Meeting of the Board of Education 7_00 PM/10C NSBA AnnualConf PublicEducationLeaders2026.doc,0,1137,1137,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2023-09-19_Regular Meeting of the Board of Education 7_00 PM,10C NSBA AnnualConf PublicEducationLeaders2024.doc,2023-09-19_Regular Meeting of the Board of Education 7_00 PM/10C NSBA AnnualConf PublicEducationLeaders2024.doc,0,1133,1133,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-12-14_Regular Meeting of the Board of Education 7_00 PM,M110921BdWkshp.doc,2021-12-14_Regular Meeting of the Board of Education 7_00 PM/M110921BdWkshp.doc,0,1129,1129,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2020-10-20_Regular Meeting of the Board of Education 7_00 PM,6B TESA Contract TA.doc,2020-10-20_Regular Meeting of the Board of Education 7_00 PM/6B TESA Contract TA.doc,0,1125,1125,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2024-07-16_Regular Meeting of the Board of Education 9_30 AM,10A SecondRdg+Consider.doc,2024-07-16_Regular Meeting of the Board of Education 9_30 AM/10A SecondRdg+Consider.doc,0,1124,1124,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2022-03-15_Regular Meeting of the Board of Education 7_00 PM,5 ConsentRes.doc,2022-03-15_Regular Meeting of the Board of Education 7_00 PM/5 ConsentRes.doc,0,1121,1121,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2024-09-17_Regular Meeting of the Board of Education 7_00 PM,10C NSBA AnnualConf PublicEducationLeaders2025.doc,2024-09-17_Regular Meeting of the Board of Education 7_00 PM/10C NSBA AnnualConf PublicEducationLeaders2025.doc,0,1121,1121,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2024-09-17_Regular Meeting of the Board of Education 7_00 PM,10A MASBDelegates2024.doc,2024-09-17_Regular Meeting of the Board of Education 7_00 PM/10A MASBDelegates2024.doc,0,1118,1118,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2022-09-20_Regular Meeting of the Board of Education 7_00 PM,10A MASBDelegates2022.doc,2022-09-20_Regular Meeting of the Board of Education 7_00 PM/10A MASBDelegates2022.doc,0,1113,1113,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2022-06-21_Regular Meeting of the Board of Education 7_00 PM,M050322BdWkshp.doc,2022-06-21_Regular Meeting of the Board of Education 7_00 PM/M050322BdWkshp.doc,0,1105,1105,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2025-09-16_Regular Meeting of the Board of Education 7_00 PM,10A MASBDelegates2025.doc,2025-09-16_Regular Meeting of the Board of Education 7_00 PM/10A MASBDelegates2025.doc,0,1103,1103,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-04-20_Regular Meeting of the Board of Education 7_00 PM,M031321BdWinterRetreat.doc,2021-04-20_Regular Meeting of the Board of Education 7_00 PM/M031321BdWinterRetreat.doc,0,1099,1099,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2020-10-20_Regular Meeting of the Board of Education 7_00 PM,6 A   ELEM-SEC hire list for Board 10.20.20.doc,2020-10-20_Regular Meeting of the Board of Education 7_00 PM/6 A   ELEM-SEC hire list for Board 10.20.20.doc,0,1097,1097,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2023-09-19_Regular Meeting of the Board of Education 7_00 PM,10A MASBDelegates2023.doc,2023-09-19_Regular Meeting of the Board of Education 7_00 PM/10A MASBDelegates2023.doc,0,1094,1094,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2022-10-18_Regular Meeting of the Board of Education 7_00 PM,10B OtherNSBA AnnualConf PublicEducationLeaders.doc,2022-10-18_Regular Meeting of the Board of Education 7_00 PM/10B OtherNSBA AnnualConf PublicEducationLeaders.doc,0,1093,1093,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2022-04-19_Regular Meeting of the Board of Education 7_00 PM,5 ConsentRes.doc,2022-04-19_Regular Meeting of the Board of Education 7_00 PM/5 ConsentRes.doc,0,1087,1087,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-01-19_Organizational and Regular Meeting of the Board of Education 7_00 PM,M120120BdWkshp.doc,2021-01-19_Organizational and Regular Meeting of the Board of Education 7_00 PM/M120120BdWkshp.doc,0,1076,1076,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-09-21_Regular Meeting of the Board of Education 7_00 PM,10A MASBDelegates2021.doc,2021-09-21_Regular Meeting of the Board of Education 7_00 PM/10A MASBDelegates2021.doc,0,1062,1062,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-03-16_Regular Meeting of the Board of Education 7_00 PM,M021921SpBdWkshp.doc,2021-03-16_Regular Meeting of the Board of Education 7_00 PM/M021921SpBdWkshp.doc,0,1054,1054,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2022-10-18_Regular Meeting of the Board of Education 7_00 PM,10A OtherNSBA AdvocacyInstitute 2023.doc,2022-10-18_Regular Meeting of the Board of Education 7_00 PM/10A OtherNSBA AdvocacyInstitute 2023.doc,0,1048,1048,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2020-10-20_Regular Meeting of the Board of Education 7_00 PM,M090120BdWkshp.doc,2020-10-20_Regular Meeting of the Board of Education 7_00 PM/M090120BdWkshp.doc,0,1016,1016,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2020-10-20_Regular Meeting of the Board of Education 7_00 PM,5 ConsentRes.doc,2020-10-20_Regular Meeting of the Board of Education 7_00 PM/5 ConsentRes.doc,0,1014,1014,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2023-09-19_Regular Meeting of the Board of Education 7_00 PM,10B OtherNSBA AdvocacyInstitute 2024.doc,2023-09-19_Regular Meeting of the Board of Education 7_00 PM/10B OtherNSBA AdvocacyInstitute 2024.doc,0,1000,1000,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-02-23_Regular Meeting of the Board of Education 7_00 PM,M010521BdWkshp.doc,2021-02-23_Regular Meeting of the Board of Education 7_00 PM/M010521BdWkshp.doc,0,996,996,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2024-09-17_Regular Meeting of the Board of Education 7_00 PM,10B OtherNSBA AdvocacyInstitute 2025.doc,2024-09-17_Regular Meeting of the Board of Education 7_00 PM/10B OtherNSBA AdvocacyInstitute 2025.doc,0,996,996,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2024-07-16_Regular Meeting of the Board of Education 9_30 AM,6B TESPA Contract TA.doc,2024-07-16_Regular Meeting of the Board of Education 9_30 AM/6B TESPA Contract TA.doc,0,989,989,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2026-05-19_Regular Meeting of the Board of Education 7_00 PM,5 ConsentRes.doc,2026-05-19_Regular Meeting of the Board of Education 7_00 PM/5 ConsentRes.doc,0,987,987,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-06-15_Regular Meeting of the Board of Education 7_00 PM,7A TESPA Contract TA.doc,2021-06-15_Regular Meeting of the Board of Education 7_00 PM/7A TESPA Contract TA.doc,0,979,979,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2022-01-18_Organizational and Regular Meeting of the Board of Education 7_00 PM,4B NomElectionOfficeVicePresident.doc,2022-01-18_Organizational and Regular Meeting of the Board of Education 7_00 PM/4B NomElectionOfficeVicePresident.doc,0,966,966,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-02-23_Regular Meeting of the Board of Education 7_00 PM,10A MASBElection2021Resolution.doc,2021-02-23_Regular Meeting of the Board of Education 7_00 PM/10A MASBElection2021Resolution.doc,0,964,964,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2024-07-16_Regular Meeting of the Board of Education 9_30 AM,6A TESA Contract TA.doc,2024-07-16_Regular Meeting of the Board of Education 9_30 AM/6A TESA Contract TA.doc,0,964,964,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2023-01-17_Organizational and Regular Meeting of the Board of Education 7_00 PM,4B NomElectionOfficeVicePresident.doc,2023-01-17_Organizational and Regular Meeting of the Board of Education 7_00 PM/4B NomElectionOfficeVicePresident.doc,0,960,960,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2024-01-16_Organizational and Regular Meeting of the Board of Education 7_00 PM,4B NomElectionOfficeVicePresident.doc,2024-01-16_Organizational and Regular Meeting of the Board of Education 7_00 PM/4B NomElectionOfficeVicePresident.doc,0,960,960,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2025-01-21_Organizational and Regular Meeting of the Board of Education 7_00 PM,4B NomElectionOfficeVicePresident.doc,2025-01-21_Organizational and Regular Meeting of the Board of Education 7_00 PM/4B NomElectionOfficeVicePresident.doc,0,960,960,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2026-01-20_Organizational and Regular Meeting of the Board of Education 7_00 PM,4B NomElectionOfficeVicePresident.doc,2026-01-20_Organizational and Regular Meeting of the Board of Education 7_00 PM/4B NomElectionOfficeVicePresident.doc,0,960,960,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2026-04-21_Regular Meeting of the Board of Education 7_00 PM,5G SecondReadingAdoption Policies.doc,2026-04-21_Regular Meeting of the Board of Education 7_00 PM/5G SecondReadingAdoption Policies.doc,0,957,957,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-01-19_Organizational and Regular Meeting of the Board of Education 7_00 PM,M111020BdWkshp.doc,2021-01-19_Organizational and Regular Meeting of the Board of Education 7_00 PM/M111020BdWkshp.doc,0,954,954,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-04-20_Regular Meeting of the Board of Education 7_00 PM,6A TEA Contract TA.doc,2021-04-20_Regular Meeting of the Board of Education 7_00 PM/6A TEA Contract TA.doc,0,954,954,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-04-20_Regular Meeting of the Board of Education 7_00 PM,M031621ClosedSession.doc,2021-04-20_Regular Meeting of the Board of Education 7_00 PM/M031621ClosedSession.doc,0,947,947,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2024-06-20_Regular Meeting of the Board of Education 7_00 PM,7C TEA Contract TA.doc,2024-06-20_Regular Meeting of the Board of Education 7_00 PM/7C TEA Contract TA.doc,0,947,947,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2025-05-20_Regular Meeting of the Board of Education 7_00 PM,5 ConsentRes.doc,2025-05-20_Regular Meeting of the Board of Education 7_00 PM/5 ConsentRes.doc,0,932,932,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2022-01-18_Organizational and Regular Meeting of the Board of Education 7_00 PM,4C NomElectionOfficeSecretary.doc,2022-01-18_Organizational and Regular Meeting of the Board of Education 7_00 PM/4C NomElectionOfficeSecretary.doc,0,922,922,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2025-07-15_Regular Meeting of the Board of Education 9_30 AM,5G Reschedule October BdMtg Dec_JanWorkshops.doc,2025-07-15_Regular Meeting of the Board of Education 9_30 AM/5G Reschedule October BdMtg Dec_JanWorkshops.doc,0,917,917,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2023-01-17_Organizational and Regular Meeting of the Board of Education 7_00 PM,4C NomElectionOfficeSecretary.doc,2023-01-17_Organizational and Regular Meeting of the Board of Education 7_00 PM/4C NomElectionOfficeSecretary.doc,0,916,916,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2024-01-16_Organizational and Regular Meeting of the Board of Education 7_00 PM,4C NomElectionOfficeSecretary.doc,2024-01-16_Organizational and Regular Meeting of the Board of Education 7_00 PM/4C NomElectionOfficeSecretary.doc,0,916,916,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2025-01-21_Organizational and Regular Meeting of the Board of Education 7_00 PM,4C NomElectionOfficeSecretary.doc,2025-01-21_Organizational and Regular Meeting of the Board of Education 7_00 PM/4C NomElectionOfficeSecretary.doc,0,916,916,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2026-01-20_Organizational and Regular Meeting of the Board of Education 7_00 PM,4C NomElectionOfficeSecretary.doc,2026-01-20_Organizational and Regular Meeting of the Board of Education 7_00 PM/4C NomElectionOfficeSecretary.doc,0,916,916,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-01-19_Organizational and Regular Meeting of the Board of Education 7_00 PM,5A2NomElectionOfficeVicePresident.doc,2021-01-19_Organizational and Regular Meeting of the Board of Education 7_00 PM/5A2NomElectionOfficeVicePresident.doc,0,908,908,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-01-19_Organizational and Regular Meeting of the Board of Education 7_00 PM,9 ConsentRes.doc,2021-01-19_Organizational and Regular Meeting of the Board of Education 7_00 PM/9 ConsentRes.doc,0,896,896,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-05-18_Regular Meeting of the Board of Education 7_00 PM,M042021ClosedSession.doc,2021-05-18_Regular Meeting of the Board of Education 7_00 PM/M042021ClosedSession.doc,0,888,888,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2020-12-15_Regular Meeting of the Board of Education 7_00 PM,M111020BdWkshp.doc,2020-12-15_Regular Meeting of the Board of Education 7_00 PM/M111020BdWkshp.doc,0,882,882,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-01-19_Organizational and Regular Meeting of the Board of Education 7_00 PM,5A3NomElectionOfficeSecretary.doc,2021-01-19_Organizational and Regular Meeting of the Board of Education 7_00 PM/5A3NomElectionOfficeSecretary.doc,0,877,877,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2026-04-21_Regular Meeting of the Board of Education 7_00 PM,5 ConsentRes.doc,2026-04-21_Regular Meeting of the Board of Education 7_00 PM/5 ConsentRes.doc,0,876,876,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2022-01-18_Organizational and Regular Meeting of the Board of Education 7_00 PM,4A NomElectionOfficePresident.doc,2022-01-18_Organizational and Regular Meeting of the Board of Education 7_00 PM/4A NomElectionOfficePresident.doc,0,872,872,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-02-23_Regular Meeting of the Board of Education 7_00 PM,5 ConsentRes.doc,2021-02-23_Regular Meeting of the Board of Education 7_00 PM/5 ConsentRes.doc,0,871,871,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-02-23_Regular Meeting of the Board of Education 7_00 PM,6 A   ELEM-SEC hire list for Board 2.23.21.doc,2021-02-23_Regular Meeting of the Board of Education 7_00 PM/6 A   ELEM-SEC hire list for Board 2.23.21.doc,0,871,871,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2023-03-21_Regular Meeting of the Board of Education 7_00 PM,7D Math Materials Adoption - Elementary.doc,2023-03-21_Regular Meeting of the Board of Education 7_00 PM/7D Math Materials Adoption - Elementary.doc,0,867,867,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2023-01-17_Organizational and Regular Meeting of the Board of Education 7_00 PM,4A NomElectionOfficePresident.doc,2023-01-17_Organizational and Regular Meeting of the Board of Education 7_00 PM/4A NomElectionOfficePresident.doc,0,866,866,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2024-01-16_Organizational and Regular Meeting of the Board of Education 7_00 PM,4A NomElectionOfficePresident.doc,2024-01-16_Organizational and Regular Meeting of the Board of Education 7_00 PM/4A NomElectionOfficePresident.doc,0,866,866,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2025-01-21_Organizational and Regular Meeting of the Board of Education 7_00 PM,4A NomElectionOfficePresident.doc,2025-01-21_Organizational and Regular Meeting of the Board of Education 7_00 PM/4A NomElectionOfficePresident.doc,0,866,866,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2026-01-20_Organizational and Regular Meeting of the Board of Education 7_00 PM,4A NomElectionOfficePresident.doc,2026-01-20_Organizational and Regular Meeting of the Board of Education 7_00 PM/4A NomElectionOfficePresident.doc,0,866,866,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-02-23_Regular Meeting of the Board of Education 7_00 PM,M011921ClosedSession.doc,2021-02-23_Regular Meeting of the Board of Education 7_00 PM/M011921ClosedSession.doc,0,856,856,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2022-02-15_Regular Meeting of the Board of Education 7_00 PM,10B MASBElection2022Resolution.doc,2022-02-15_Regular Meeting of the Board of Education 7_00 PM/10B MASBElection2022Resolution.doc,0,853,853,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2025-08-19_Regular Meeting of the Board of Education 6_00 PM,5E  MHSAA_CooperativeAgreement Downhill Ski.doc,2025-08-19_Regular Meeting of the Board of Education 6_00 PM/5E  MHSAA_CooperativeAgreement Downhill Ski.doc,0,853,853,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-02-23_Regular Meeting of the Board of Education 7_00 PM,M011221SpBdWkshp.doc,2021-02-23_Regular Meeting of the Board of Education 7_00 PM/M011221SpBdWkshp.doc,0,849,849,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2022-07-26_Regular Meeting of the Board of Education 9_00 AM,10A MHSAA_CooperativeAgreement IceHockey.doc,2022-07-26_Regular Meeting of the Board of Education 9_00 AM/10A MHSAA_CooperativeAgreement IceHockey.doc,0,849,849,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2024-08-20_Regular Meeting of the Board of Education 6_00 PM,6E Administrative Handbook Extension.doc,2024-08-20_Regular Meeting of the Board of Education 6_00 PM/6E Administrative Handbook Extension.doc,0,845,845,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2021-01-19_Organizational and Regular Meeting of the Board of Education 7_00 PM,5A1NomElectionOfficePresident.doc,2021-01-19_Organizational and Regular Meeting of the Board of Education 7_00 PM/5A1NomElectionOfficePresident.doc,0,832,832,recovered
A1 never parsed,no .doc extractor,textutil -convert txt,2025-06-17_Regular Meeting of the Board of Education 7_00 PM,8A ElemWritingUnits of Study 061725.doc,2025-06-17_Regular Meeting of the Board of Education 7_00 PM/8A ElemWritingUnits of Study 061725.doc,0,825,825,recovered
